,file,rule_id
0,data/codex-tf/security_web/sample-32.tf,aws-ec2-add-description-to-security-group-rule
1,data/codex-tf/security_web/sample-32.tf,aws-ec2-no-public-egress-sgr
2,data/codex-tf/security_web/sample-22.tf,aws-ec2-add-description-to-security-group-rule
3,data/codex-tf/security_web/sample-22.tf,aws-ec2-no-public-egress-sgr
4,data/codex-tf/security_web/sample-22.tf,aws-ec2-no-public-ingress-sgr
5,data/codex-tf/security_web/sample-22.tf,aws-ec2-no-public-ingress-sgr
6,data/codex-tf/security_web/sample-47.tf,aws-ec2-add-description-to-security-group-rule
7,data/codex-tf/security_web/sample-47.tf,aws-ec2-add-description-to-security-group-rule
8,data/codex-tf/security_web/sample-47.tf,aws-ec2-add-description-to-security-group-rule
9,data/codex-tf/security_web/sample-47.tf,aws-ec2-no-public-egress-sgr
10,data/codex-tf/security_web/sample-47.tf,aws-ec2-no-public-ingress-sgr
11,data/codex-tf/security_web/sample-47.tf,aws-ec2-no-public-ingress-sgr
12,data/codex-tf/security_web/sample-16.tf,aws-ec2-add-description-to-security-group-rule
13,data/codex-tf/security_web/sample-16.tf,aws-ec2-no-public-egress-sgr
14,data/codex-tf/security_web/sample-16.tf,aws-ec2-no-public-ingress-sgr
15,data/codex-tf/security_web/sample-16.tf,aws-ec2-no-public-ingress-sgr
16,data/codex-tf/security_web/sample-36.tf,aws-ec2-add-description-to-security-group-rule
17,data/codex-tf/security_web/sample-36.tf,aws-ec2-no-public-egress-sgr
18,data/codex-tf/security_web/sample-36.tf,aws-ec2-no-public-ingress-sgr
19,data/codex-tf/security_web/sample-36.tf,aws-ec2-no-public-ingress-sgr
20,data/codex-tf/security_web/sample-53.tf,aws-ec2-add-description-to-security-group-rule
21,data/codex-tf/security_web/sample-53.tf,aws-ec2-add-description-to-security-group-rule
22,data/codex-tf/security_web/sample-53.tf,aws-ec2-add-description-to-security-group-rule
23,data/codex-tf/security_web/sample-53.tf,aws-ec2-no-public-egress-sgr
24,data/codex-tf/security_web/sample-53.tf,aws-ec2-no-public-ingress-sgr
25,data/codex-tf/security_web/sample-53.tf,aws-ec2-no-public-ingress-sgr
26,data/codex-tf/security_web/sample-12.tf,aws-ec2-add-description-to-security-group-rule
27,data/codex-tf/security_web/sample-12.tf,aws-ec2-add-description-to-security-group-rule
28,data/codex-tf/security_web/sample-12.tf,aws-ec2-add-description-to-security-group-rule
29,data/codex-tf/security_web/sample-12.tf,aws-ec2-no-public-egress-sgr
30,data/codex-tf/security_web/sample-12.tf,aws-ec2-no-public-ingress-sgr
31,data/codex-tf/security_web/sample-12.tf,aws-ec2-no-public-ingress-sgr
32,data/codex-tf/security_web/sample-43.tf,aws-ec2-add-description-to-security-group-rule
33,data/codex-tf/security_web/sample-43.tf,aws-ec2-add-description-to-security-group-rule
34,data/codex-tf/security_web/sample-43.tf,aws-ec2-add-description-to-security-group-rule
35,data/codex-tf/security_web/sample-43.tf,aws-ec2-no-public-egress-sgr
36,data/codex-tf/security_web/sample-43.tf,aws-ec2-no-public-ingress-sgr
37,data/codex-tf/security_web/sample-43.tf,aws-ec2-no-public-ingress-sgr
38,data/codex-tf/security_web/sample-26.tf,aws-ec2-add-description-to-security-group-rule
39,data/codex-tf/security_web/sample-26.tf,aws-ec2-add-description-to-security-group-rule
40,data/codex-tf/security_web/sample-26.tf,aws-ec2-add-description-to-security-group-rule
41,data/codex-tf/security_web/sample-26.tf,aws-ec2-no-public-egress-sgr
42,data/codex-tf/security_web/sample-26.tf,aws-ec2-no-public-ingress-sgr
43,data/codex-tf/security_web/sample-26.tf,aws-ec2-no-public-ingress-sgr
44,data/codex-tf/security_web/sample-37.tf,aws-ec2-add-description-to-security-group-rule
45,data/codex-tf/security_web/sample-37.tf,aws-ec2-add-description-to-security-group-rule
46,data/codex-tf/security_web/sample-37.tf,aws-ec2-add-description-to-security-group-rule
47,data/codex-tf/security_web/sample-37.tf,aws-ec2-no-public-egress-sgr
48,data/codex-tf/security_web/sample-37.tf,aws-ec2-no-public-ingress-sgr
49,data/codex-tf/security_web/sample-37.tf,aws-ec2-no-public-ingress-sgr
50,data/codex-tf/security_web/sample-52.tf,aws-ec2-add-description-to-security-group-rule
51,data/codex-tf/security_web/sample-52.tf,aws-ec2-add-description-to-security-group-rule
52,data/codex-tf/security_web/sample-52.tf,aws-ec2-add-description-to-security-group-rule
53,data/codex-tf/security_web/sample-52.tf,aws-ec2-no-public-egress-sgr
54,data/codex-tf/security_web/sample-52.tf,aws-ec2-no-public-ingress-sgr
55,data/codex-tf/security_web/sample-52.tf,aws-ec2-no-public-ingress-sgr
56,data/codex-tf/security_web/sample-13.tf,aws-ec2-add-description-to-security-group-rule
57,data/codex-tf/security_web/sample-13.tf,aws-ec2-add-description-to-security-group-rule
58,data/codex-tf/security_web/sample-13.tf,aws-ec2-add-description-to-security-group-rule
59,data/codex-tf/security_web/sample-13.tf,aws-ec2-no-public-egress-sgr
60,data/codex-tf/security_web/sample-13.tf,aws-ec2-no-public-ingress-sgr
61,data/codex-tf/security_web/sample-13.tf,aws-ec2-no-public-ingress-sgr
62,data/codex-tf/security_web/sample-42.tf,aws-ec2-add-description-to-security-group-rule
63,data/codex-tf/security_web/sample-42.tf,aws-ec2-add-description-to-security-group-rule
64,data/codex-tf/security_web/sample-42.tf,aws-ec2-add-description-to-security-group-rule
65,data/codex-tf/security_web/sample-42.tf,aws-ec2-no-public-egress-sgr
66,data/codex-tf/security_web/sample-42.tf,aws-ec2-no-public-ingress-sgr
67,data/codex-tf/security_web/sample-42.tf,aws-ec2-no-public-ingress-sgr
68,data/codex-tf/security_web/sample-27.tf,aws-ec2-add-description-to-security-group-rule
69,data/codex-tf/security_web/sample-27.tf,aws-ec2-add-description-to-security-group-rule
70,data/codex-tf/security_web/sample-27.tf,aws-ec2-add-description-to-security-group-rule
71,data/codex-tf/security_web/sample-27.tf,aws-ec2-no-public-egress-sgr
72,data/codex-tf/security_web/sample-27.tf,aws-ec2-no-public-ingress-sgr
73,data/codex-tf/security_web/sample-27.tf,aws-ec2-no-public-ingress-sgr
74,data/codex-tf/security_web/sample-33.tf,aws-ec2-add-description-to-security-group-rule
75,data/codex-tf/security_web/sample-33.tf,aws-ec2-add-description-to-security-group-rule
76,data/codex-tf/security_web/sample-33.tf,aws-ec2-add-description-to-security-group-rule
77,data/codex-tf/security_web/sample-33.tf,aws-ec2-no-public-egress-sgr
78,data/codex-tf/security_web/sample-33.tf,aws-ec2-no-public-ingress-sgr
79,data/codex-tf/security_web/sample-33.tf,aws-ec2-no-public-ingress-sgr
80,data/codex-tf/security_web/sample-23.tf,aws-ec2-add-description-to-security-group-rule
81,data/codex-tf/security_web/sample-23.tf,aws-ec2-no-public-egress-sgr
82,data/codex-tf/security_web/sample-46.tf,aws-ec2-add-description-to-security-group-rule
83,data/codex-tf/security_web/sample-46.tf,aws-ec2-add-description-to-security-group-rule
84,data/codex-tf/security_web/sample-46.tf,aws-ec2-add-description-to-security-group-rule
85,data/codex-tf/security_web/sample-46.tf,aws-ec2-no-public-egress-sgr
86,data/codex-tf/security_web/sample-46.tf,aws-ec2-no-public-ingress-sgr
87,data/codex-tf/security_web/sample-46.tf,aws-ec2-no-public-ingress-sgr
88,data/codex-tf/security_web/sample-17.tf,aws-ec2-add-description-to-security-group-rule
89,data/codex-tf/security_web/sample-17.tf,aws-ec2-add-description-to-security-group-rule
